"Entity","Attribute","Classword_Type","Teradata_Type","PK","Required","Description","Parent_Entity"
"ACCOUNTING_TYPE","Accounting_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ACCOUNTS_PAYABLE","","","","","","The entity that provides details of ACCOUNTS PAYABLE for a company. ACCOUNTS PAYABLE records how much a company owes suppliers for the purchase of supplies or services on credit.","CURRENT_LIABILITY_ACCOUNT"
"ACCOUNTS_RECEIVABLE","","","","","","The entity that provides details for the ACCOUNTS RECEIVABLE accounts. ACCOUNTS RECEIVABLE is the payment a company expects to collect from a PARTY, generally from a completed transaction of sales or services rendered. ACCOUNTS RECEIVABLE accounts are types of current assets.","CURRENT_ASSET_ACCOUNT"
"ACCOUNT_INVOLVEMENT_SUBTYPE","Account_Involvement_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code for the ACCOUNT INVOLVEMENT SUBTYPE.  A subtype discriminator that indicates whether the enterprise is one of the parties to the account. ""Internal"" indicates the enterprise is a party to the account, and ""external"" indicates that the enterprise is not a party to the account.",""
"ACCOUNT_INVOLVEMENT_SUBTYPE","Account_Involvement_Subtype_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"ACCOUNT_METRIC","Account_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for this account.",""
"ACCOUNT_METRIC","Account_Metric_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of metric such as current monetary balance, current point balance, and current past due balance amount.",""
"ACCOUNT_METRIC","Account_Metric_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date and time that this metric is effective.",""
"ACCOUNT_METRIC","Account_Metric_Amt","Classword_Amount","DECIMAL(18,4)","","N","The metric expressed as a currency amount.",""
"ACCOUNT_METRIC","Account_Metric_Cnt","Classword_Count","INTEGER","","N","The metric expressed as a count (such as reward points).",""
"ACCOUNT_METRIC","Account_Metric_Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","","N","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples: - For volume: milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: square inch, acre, and square kilometer - For units: each, carton, byte, and piece - For connect speed: kilobits/second - For loyalty units: points, miles, and kilomete",""
"ACCOUNT_METRIC","Account_Metric_Time_Period_Cd","Classword_Code","VARCHAR(50)","","N","A code for a time period such as once, daily, weekly, or monthly.",""
"ACCOUNT_METRIC","Account_Metric_Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen",""
"ACCOUNT_METRIC_TYPE","Account_Metric_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of metric such as current monetary balance, current point balance, and current past due balance amount.",""
"ACCOUNT_METRIC_TYPE","Account_Metric_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ACCOUNT_PURPOSE_SUBTYPE","Account_Purpose_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","The code for the ACCOUNT PURPOSE SUBTYPE.  A subtype discriminator based on the purpose of the account such as a transaction account or a loyalty account.",""
"ACCOUNT_PURPOSE_SUBTYPE","Account_Purpose_Subtype_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"ACCOUNT_RENEWAL","Account_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for this account.",""
"ACCOUNT_RENEWAL","Account_Renewal_Planned_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date the account will next renew. It may be different from the planned expiration date.",""
"ACCOUNT_RENEWAL","Account_Renewal_Actual_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","The actual start date for this renewal period.",""
"ACCOUNT_RENEWAL","Account_Renewal_Planned_Expiration_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time when this account is scheduled to expire for this renewal period.",""
"ACCOUNT_RENEWAL","Account_Renewal_Actual_Expiration_Dttm","Classword_Datetime","TIMESTAMP","","N","The date and time when this account actually expired for this renewal period.",""
"ACCOUNT_TYPE","Account_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A classification of the account.",""
"ACCOUNT_TYPE","Account_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ACCRUED_LIABILITY_ACCOUNT","","","","","","The entity that provides details for the accrued liabilities. Accrued liabilities recognize expenses incurred during the accounting period but not yet paid.","CURRENT_LIABILITY_ACCOUNT"
"ACTIVE_INGREDIENT","Chemical_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies a chemical.",""
"ACTIVE_INGREDIENT","Pharmaceutical_Drug_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies a PHARMACEUTICAL DRUG.",""
"ACTIVE_INGREDIENT","Active_Ingredient_Strength_Val","Classword_Value","DECIMAL(18,4)","","N","The strength of the active ingredient that is used within the specified drug.  Examples: - 0.02 MG - 0.01%  Where 0.02 and 0.01 are strength values and MG and % are units of measure.",""
"ACTIVE_INGREDIENT","Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","","N","Uniquely identifies a unit of measure.  The strength of the active ingredient that is used within the specified drug.  Examples: - 0.02 MG - 0.01%  Where 0.02 and 0.01 are strength values and MG and % are units of measure.",""
"ACTIVITY_ACTIVITY_GROUP","Event_Activity_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for the type of event such as deposit, withdrawal, inquiry, and payment.",""
"ACTIVITY_ACTIVITY_GROUP","Activity_Group_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for a group of activities.",""
"ACTIVITY_GROUP","Activity_Group_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code for a group of activities.",""
"ACTIVITY_GROUP","Parent_Activity_Group_Cd","Classword_Code","VARCHAR(50)","","N","The hierarchical parent to this group.",""
"ACTIVITY_GROUP","Activity_Group_Desc","Classword_Description","VARCHAR(500)","","N","The description of the code.",""
"ACTIVITY_GROUP","Responsible_Internal_Organization_Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for an organization that is internal and not a legal entity.  In this context, if a business unit is responsible for the profitability of certain types of activities then this is that business unit. Used for reporting of profit of certain activity types. Assumes one business unit has responsibility for this type of activity.",""
"ACTUAL_IMPACT_AREA","Geographical_Area_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a GEOGRAPHICAL AREA.",""
"ACTUAL_IMPACT_AREA","Source_Party_Id","Classword_Identifier","BIGINT","Y","Y","This is the unique identifier for any individual or group of individuals that is of interest to the enterprise.  This is the party that reported the actual conditions.",""
"ACTUAL_IMPACT_AREA","Severity_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","This is the starting date and time of the period of the impact severity being described.",""
"ACTUAL_IMPACT_AREA","Causal_Event_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier of the EVENT.",""
"ACTUAL_IMPACT_AREA","Severity_End_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the ending date and time of the period of the impact severity being described.",""
"ACTUAL_IMPACT_AREA","Causal_Event_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the type of causal event such as weather, war, stock market crash, or terrorist attack. In this context, a causal event is an external event that has an impact to the operation of the enterprise.",""
"ACTUAL_IMPACT_AREA","Causal_Event_Severity_Cd","Classword_Code","VARCHAR(50)","","N","This code describes the possible severity classifications of a specific causal event type.",""
"ACTUAL_IMPACT_AREA_METRIC","Severity_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","This is the starting date and time of the period of the impact severity being described.",""
"ACTUAL_IMPACT_AREA_METRIC","Geographical_Area_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a GEOGRAPHICAL AREA.",""
"ACTUAL_IMPACT_AREA_METRIC","Source_Party_Id","Classword_Identifier","BIGINT","Y","Y","This is the unique identifier for any individual or group of individuals that is of interest to the enterprise.  This is the party that reported the actual conditions.",""
"ACTUAL_IMPACT_AREA_METRIC","Causal_Event_Metric_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This describes the metric being measured such as number of casualties, number injured, and number of houses destroyed, or number of acres burned.",""
"ACTUAL_IMPACT_AREA_METRIC","Actual_Impact_Area_Metric_Start_Dt","Classword_Date","DATE","Y","Y","This is the date the metric was effective.",""
"ACTUAL_IMPACT_AREA_METRIC","Causal_Event_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier of the EVENT.",""
"ACTUAL_IMPACT_AREA_METRIC","Actual_Impact_Area_Metric_End_Dt","Classword_Date","DATE","","N","This is the date the metric was no longer effective.",""
"ACTUAL_IMPACT_AREA_METRIC","Actual_Impact_Area_Amt","Classword_Amount","DECIMAL(18,4)","","N","This is the metric expressed as an amount such as the estimated value of destruction.",""
"ACTUAL_IMPACT_AREA_METRIC","Actual_Impact_Area_Cnt","Classword_Count","INTEGER","","N","This is the metric expressed as a count such as the number of houses burned.",""
"ACTUAL_IMPACT_AREA_METRIC","Actual_Impact_Area_Qty","Classword_Quantity","DECIMAL(18,4)","","N","This is the metric expressed as a quantity such as the projected earthquake magnitude for a given area based on what it was at the epicenter.",""
"ACTUAL_IMPACT_AREA_METRIC","Unit_Of_Measure_Cd","Classword_Code","VARCHAR(50)","","N","The unit in which the quantity or magnitude is expressed. Can apply to any business element requiring a unit of measure.  Examples: - For volume: milliliter, UK dry pint, liter, liquid ounce, and cubic centimeter - For weight: kilogram, ton, centigram, ounce, and pound - For length: mm, inch, foot, mile, and kilometer - For area: square inch, acre, and square kilometer - For units: each, carton, byte, and piece - For connect speed: kilobits/second - For loyalty units: points, miles, and kilomete",""
"ACTUAL_IMPACT_AREA_METRIC","Currency_Cd","Classword_Code","VARCHAR(50)","","N","The code for the currency.  Examples: - U.S. dollars - Canadian dollars - Japanese yen  In this context this is the currency for the amount metric.",""
"AD","Ad_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an advertisement.",""
"AD","Ad_Desc","Classword_Description","VARCHAR(500)","","N","This is the description of the ad, for instance, Teradata logo with a white background and the message 'Raising Intelligence.'",""
"AD","Ad_Cost_Amt","Classword_Amount","DECIMAL(18,4)","","N","The actual cost of an ad.",""
"AD","Promotion_Id","Classword_Identifier","BIGINT","","N","The unique identifier for the promotion.  Nulls allowed.",""
"AD","Ad_Agency_Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for an organization.  In this context, this is the ad agency representing the ad.",""
"AD","Ad_Subtype_Cd","Classword_Code","VARCHAR(50)","","N","This s a classification of advertisement delivery types such as radio, TV, and web.",""
"AD","Ad_Creation_Dttm","Classword_Datetime","TIMESTAMP","","N","The timestamp for when the ad was created.",""
"AD","Ad_File_Name","Classword_Name","VARCHAR(100)","","N","The name of the file the ad resides in.",""
"AD","Ad_Identifier_Id","Classword_Identifier","BIGINT","","N","This is the unique identifier for an ad identifier structure.",""
"ADDRESS","Address_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an ADDRESS.","LOCATOR"
"ADDRESS","Address_Subtype_Cd","Classword_Code","VARCHAR(50)","","N","A code that uniquely identifies the ADDRESS SUBTYPE.  Examples: - Street address - Electronic address - Geospatial locator - Parcel address - Post office box address - Military address","LOCATOR"
"ADDRESS_DELIVERY_STATUS","Address_Id","Classword_Identifier","BIGINT","Y","Y","A number used to uniquely identify an ADDRESS.",""
"ADDRESS_DELIVERY_STATUS","Delivery_Status_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","The date and time the delivery status is effective.",""
"ADDRESS_DELIVERY_STATUS","Delivery_Status_Cd","Classword_Code","VARCHAR(50)","","N","This is a code provided by a source to indicate a potential problem in delivery with an address.  These codes can range from explicit (mail sent to the customer is returned as undeliverable, or an email bounced), to less deterministic, like a partial match between an existing customer and a change of address filed at the post office.  Example: - The Nixie (mail) and Tixie (email) codes used in the U.S. by NCOA organization.",""
"ADDRESS_DELIVERY_STATUS","Source_Organization_Party_Id","Classword_Identifier","BIGINT","","N","This is the unique identifier for an organization.  In this context, it is the source of the delivery status information.  Examples: - Post office - Third-party vendor that specializes in address cleanup - The enterprise (as when mail is returned to the enterprise",""
"ADDRESS_DELIVERY_STATUS","Party_Address_Usage_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code used to uniquely identify how an address is used.",""
"ADDRESS_DELIVERY_STATUS","Party_Id","Classword_Identifier","BIGINT","","N","The unique identifier for any individual or group of individuals that is of interest to the enterprise.",""
"ADDRESS_DELIVERY_STATUS","Party_Address_Start_Dt","Classword_Date","DATE","","N","The calendar day on which an ADDRESS is associated with a PARTY as categorized by the Party Address Usage Type Cd.",""
"ADDRESS_SUBTYPE","Address_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code that uniquely identifies the ADDRESS SUBTYPE.  Examples: - Street address - Electronic address - Geospatial locator - Parcel address - Post office box address - Military address",""
"ADDRESS_SUBTYPE","Address_Subtype_Desc","Classword_Description","VARCHAR(500)","","N","A description of the ADDRESS SUBTYPE.",""
"ADD_ON_FACTOR_PARAMETER","Add_On_Factor_Id","Classword_Identifier","BIGINT","Y","Y","This is the identifier for the potential future exposure add-on factor parameter value.",""
"ADD_ON_FACTOR_PARAMETER","Add_On_Factor_Start_Dt","Classword_Date","DATE","Y","Y","The start date for this parameter value.",""
"ADD_ON_FACTOR_PARAMETER","Add_On_Factor_End_Dt","Classword_Date","DATE","","N","The date when this parameter value ended.",""
"ADD_ON_FACTOR_PARAMETER","Credit_Derivative_Subtype_Cd","Classword_Code","VARCHAR(50)","","N","A classification of the credit derivative as either: - Total Rate of Return Swap - Credit Default Swap - Credit Linked Notes - The value of two legs of a swap (e.g., long, and short) always move in the opposite direction and broadly to the same extent. This would be the case when a) the two legs consist of completely identical instruments or b) a long cash position is hedged by a total rate of return swap (or vice versa) and there is an exact match between the reference obligation and the underl",""
"ADD_ON_FACTOR_PARAMETER","Protection_Party_Type_Cd","Classword_Code","VARCHAR(50)","","N","A code for whether the perspective is the buyer or seller of the protection.  Examples: - Protection buyer - Protection seller",""
"ADD_ON_FACTOR_PARAMETER","Qualifying_Reference_Obligation_Ind","Classword_Indicator","CHAR(1)","","N","Qualifying is defined by the market risk amendment for this obligation as whether it fits into a category of securities that are rated investment grade or comparable. This indicates whether this obligation is qualifying or not.",""
"ADD_ON_FACTOR_PARAMETER","Add_On_Rate","Classword_Rate","DECIMAL(10,6)","","N","The percentage applied to the current exposure amount to account for potential future exposure over the life of the contract.  The resultant add on amount is added to the current exposure amount to take into consideration the potential for future exposure.",""
"ADJUDICATION_AMOUNT_TYPE","Adjudication_Amount_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","The type of monetary amount on a claim resulting from adjudication.  Sample values include: - Noncovered amount - Paid amount - Copaid amount - Deductible amount - Withheld amount - Allowed amount - Discount amount - Per day limit amount - Tax amount",""
"ADJUDICATION_AMOUNT_TYPE","Adjudication_Amount_Type_Desc","Classword_Description","VARCHAR(500)","","N","The description for the code.",""
"ADJUDICATION_TYPE","Adjudication_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A code used to uniquely identify the adjudication type code.  Examples: - Internal - COB (Coordination of Benefits)",""
"ADJUDICATION_TYPE","Adjudication_Type_Desc","Classword_Description","VARCHAR(500)","","N","A brief explanation of the adjudication type code.",""
"ADJUSTED_EARNING","Adjusted_Earning_Subtype_Cd","Classword_Code","VARCHAR(50)","","N","This is a code for the types of adjusted earnings.  Examples: - Retroactive pay - Reimbursement for overwithheld taxes - Other corrections including negative adjustments","DIRECT_EARNING"
"ADJUSTED_EARNING_SUBTYPE","Adjusted_Earning_Subtype_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is a code for the types of adjusted earnings.  Examples: - Retroactive pay - Reimbursement for overwithheld taxes - Other corrections including negative adjustments",""
"ADJUSTED_EARNING_SUBTYPE","Adjusted_Earning_Subtype_Desc","Classword_Description","VARCHAR(500)","","N","This is a description of the code.",""
"ADJUSTMENT_REASON_TYPE","Adjustment_Reason_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This attribute describes the reason code for a monetary adjustment made to an invoice line.  Examples: - For ADJUSTMENT TYPE of ""Goodwill,"" ADJUSTMENT REASON TYPE of: packaging lightly damaged or driver late - For ADJUSTMENT TYPE of ""Bad Debt,"" ADJUSTMENT REASON TYPE of: company out of business or Customer refuses to pay - For ADJUSTMENT TYPE of ""Rating change,"" ADJUSTMENT REASON TYPE of: weight differs from stated - For ADJUSTMENT TYPE of ""Stock adjustment,"" ADJUSTMENT REASON TYPE of: shrinkage",""
"ADJUSTMENT_REASON_TYPE","Adjustment_Reason_Type_Desc","Classword_Description","VARCHAR(500)","","N","This attribute contains the textual description of the code.",""
"ADJUSTMENT_TYPE","Adjustment_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This attribute reflects the type code for a monetary adjustment made to an INVOICE or invoice line.  Examples of ADJUSTMENT TYPEs could include goodwill, debit, rating change, bad debt, and increase adjustment.",""
"ADJUSTMENT_TYPE","Adjustment_Type_Desc","Classword_Description","VARCHAR(500)","","N","This attribute contains the textual description of the code.",""
"ADMINISTRATION_ROUTE_TYPE","Administration_Route_Cd","Classword_Code","VARCHAR(50)","Y","Y","Describes the route of administration for a drug.  Examples: - Oral - Intravenous - Intramuscular - Topical",""
"ADMINISTRATION_ROUTE_TYPE","Administration_Route_Desc","Classword_Description","VARCHAR(500)","","N","Narrative text describing an administration route.",""
"ADMINISTRATIVE_ALERT","Alert_Estimated_Issuance_Dttm","Classword_Datetime","TIMESTAMP","","N","The issuance date and time for the ADMINISTRATIVE ALERT.","ALERT_EVENT"
"ADMISSION_AUTHORIZATION","Admission_Source_Cd","Classword_Code","VARCHAR(50)","","N","A unique code identifying the source of admission.  Examples: - Physician referral - Clinic referral - HMO referral - Transfer from hospital - Transfer from SNF - Transfer from other - Emergency room - Court/law enforcement - Other  When type of admission is a newborn, the following is also indicated for source of admission: - Normal delivery - Premature delivery - Sick baby - Extramural baby - Multiple birth","CLAIM_AUTHORIZATION"
"ADMISSION_AUTHORIZATION","Authorization_Admission_Dt","Classword_Date","DATE","","N","This is the proposed or actual admission date for the authorization.","CLAIM_AUTHORIZATION"
"ADMISSION_AUTHORIZATION","Authorization_Discharge_Dt","Classword_Date","DATE","","N","This is the actual or proposed discharge date for the authorization.","CLAIM_AUTHORIZATION"
"ADMISSION_AUTHORIZATION","Authorization_Surgery_Dt","Classword_Date","DATE","","N","This is the proposed or actual surgery date for the claim authorization.","CLAIM_AUTHORIZATION"
"ADMISSION_AUTHORIZATION","Admission_Type_Cd","Classword_Code","VARCHAR(50)","","N","A unique code that identifies the priority of the admission.  CODE SOURCE 231: Admission Type Code  PHVS_AdmissionType_HL7_2x  Value Set OID 2.16.840.1.114222.4.11.913  Value Set Description HL7 version 2.5 User-Defined Table 0007 Admit Type codes used in ADT messages  Example: Value Set Name: Admission Type (HL7)  Values: - A = Accident - C = Elective - E = Emergency - L = Labor and Delivery - N = Newborn (birth in health care facility) - R = Routine - U = Urgent","CLAIM_AUTHORIZATION"
"ADMISSION_SOURCE_TYPE","Admission_Source_Cd","Classword_Code","VARCHAR(50)","Y","Y","A unique code identifying the source of admission.  Examples: - Physician referral - Clinic referral - HMO referral - Transfer from hospital - Transfer from SNF - Transfer from other - Emergency room - Court/law enforcement - Other  When type of admission is a newborn, the following is also indicated for source of admission: - Normal delivery - Premature delivery - Sick baby - Extramural baby - Multiple birth",""
"ADMISSION_SOURCE_TYPE","Admission_Source_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ADMISSION_TYPE","Admission_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","A unique code that identifies the priority of the admission.  CODE SOURCE 231: Admission Type Code  PHVS_AdmissionType_HL7_2x  Value Set OID 2.16.840.1.114222.4.11.913  Value Set Description HL7 version 2.5 User-Defined Table 0007 Admit Type codes used in ADT messages  Example: Value Set Name: Admission Type (HL7)  Values: - A = Accident - C = Elective - E = Emergency - L = Labor and Delivery - N = Newborn (birth in health care facility) - R = Routine - U = Urgent",""
"ADMISSION_TYPE","Admission_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"ADVERTISEMENT_SPOT_TYPE","Advertisement_Spot_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This is the unique descriptor for a SPOT TYPE.",""
"ADVERTISEMENT_SPOT_TYPE","Advertisement_Spot_Type_Desc","Classword_Description","VARCHAR(500)","","N","This is the text description for a SPOT TYPE.",""
"ADVERTISEMENT_USAGE_INFORMATION","Programming_Package_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies an item. Typically, system assigned.  This is the subscriber's programming package.",""
"ADVERTISEMENT_USAGE_INFORMATION","Package_Channel_Val","Classword_Value","DECIMAL(18,4)","Y","Y","An assigned channel number for this package.",""
"ADVERTISEMENT_USAGE_INFORMATION","Online_Impression_Experienced_Id","Classword_Identifier","BIGINT","Y","Y","Uniquely identifies an impression.",""
"ADVERTISEMENT_USAGE_INFORMATION","Receiver_Usage_Start_Dttm","Classword_Datetime","TIMESTAMP","Y","Y","Start date and time of the TV Receiver device usage period.",""
"AD_CAMPAIGN_OBJECTIVE","Ad_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an advertisement.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for a campaign.",""
"AD_CAMPAIGN_OBJECTIVE","Ad_Campaign_Objective_Id","Classword_Identifier","BIGINT","Y","Y","This is a unique identifier for an ad campaigns objective.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Interest_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign interest type.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Audience_Reach_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for the campaign audience reach.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Ad_Dimension_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective ad dimension.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Unit_Size_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective unit size.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Display_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective display type.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Unit_Type_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective unit type.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Media_Mix_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for campaign media mix.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Research_Source_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective research source.",""
"AD_CAMPAIGN_OBJECTIVE","Ad_Sponsorship_Program_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for an ad sponsorship program.",""
"AD_CAMPAIGN_OBJECTIVE","Ad_Sponsorship_Category_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for an ad sponsorship category.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Ad_Color_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective ad color.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Position_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor of a campaign objective position type.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Category_Cd","Classword_Code","VARCHAR(50)","","N","This is the unique descriptor for a campaign objective category.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Objective_Txt","Classword_Text","VARCHAR(2000)","","N","This is the text description of the objective of the campaign.",""
"AD_CAMPAIGN_OBJECTIVE","Objective_Start_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the campaign objective desired start date and time.",""
"AD_CAMPAIGN_OBJECTIVE","Objective_End_Dttm","Classword_Datetime","TIMESTAMP","","N","This is the campaign objective desired end date and time.",""
"AD_CAMPAIGN_OBJECTIVE","Objective_Day_Cnt","Classword_Count","INTEGER","","N","This is the campaign objective desired number of days for the campaign to run.",""
"AD_CAMPAIGN_OBJECTIVE","Positioning_Offered_Txt","Classword_Text","VARCHAR(2000)","","N","This is the text description of the type of positioning offered for this campaign.",""
"AD_CAMPAIGN_OBJECTIVE","Objective_Target_Amt","Classword_Amount","DECIMAL(18,4)","","N","This is the target amount for this campaign; the amount calculated is done using CPM (cost per million) views.",""
"AD_CAMPAIGN_OBJECTIVE","Program_Dependent_Ind","Classword_Indicator","CHAR(1)","","N","This indicates if the ad to be displayed for this campaign objective is program dependent.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Total_Budget_Amt","Classword_Amount","DECIMAL(18,4)","","N","This is the total budget for the campaign.",""
"AD_CAMPAIGN_OBJECTIVE","Campaign_Monthly_Budget_Amt","Classword_Amount","DECIMAL(18,4)","","N","This is the amount budgeted each month for this campaign.",""
"AD_CONTACT_XREF","Ad_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an ad.",""
"AD_CONTACT_XREF","Contact_Event_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier of the EVENT.",""
"AD_CREATIVE","Ad_Id","Classword_Identifier","BIGINT","Y","Y","The unique identifier for an advertisement.",""
"AD_CREATIVE","MM_Object_Id","Classword_Identifier","BIGINT","Y","Y","Unique identifier for a multimedia object.",""
"AD_DELIVERY_TYPE","Ad_Delivery_Type_Cd","Classword_Code","VARCHAR(50)","Y","Y","This code defines the type of delivery utilized for an impression.  Examples: - Stream - Macromedia Flash - Pop-up",""
"AD_DELIVERY_TYPE","Ad_Delivery_Type_Desc","Classword_Description","VARCHAR(500)","","N","A description of the code.",""
"AD_EVENT","Page_Ad_Displayed_Id","Classword_Identifier","BIGINT","","N","The unique identifier of a particular web page instance. The identifier of the page on which the ad was displayed.","VISITOR_INTERACTION_EVENT"
