Theme,Capability,Sub_Capability,Data_Requirement,FSDM_Subject_Area,FSDM_Entities
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Customer Illustrations,Agreement,DOCUMENT; PARTY_DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Customer Quotes,Agreement,APPLICATION; QUOTE; DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Collateral Agreements,Agreement,COLLATERAL_AGREEMENT; COLLATERAL; COLLATERAL_VALUATION; PARTY_ASSET
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Risk Weighted Assets & Capital Results,Agreement,AGREEMENT_RISK_METRIC; BANK_CAPITAL_SUMMARY; CAPITAL_REQUIREMENTS_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Profitability Results,Agreement,AGREEMENT_SUMMARY; AGREEMENT_PROFITABILITY; PRODUCT_PROFITABILITY
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Predictive Models - propensity to buy,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Predictive Models - attrition,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Predictive Models - price elasticity,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Attribution Models - response,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; CAMPAIGN_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,"Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,"Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,"Account Fees, Commissions & Charges",Event,MONETARY_TRANSACTION; FEE_TRANSACTION; COMMISSION_TRANSACTION; AGREEMENT_FEE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Financial Interbank Payments,Event,PAYMENT; INTERBANK_PAYMENT; FINANCIAL_TRANSACTION
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Non-Financial Transactions,Event,EVENT; NON_MONETARY_EVENT; DIRECT_CONTACT_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Service Usage,Event,CHANNEL_USAGE_METRIC; SERVICE_USAGE_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Complaint Data,Event,COMPLAINT; COMPLAINT_STATUS; COMPLAINT_RESOLUTION
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Offline Customer Interactions - sms text,Event,DIRECT_CONTACT_EVENT; SMS_EVENT; ELECTRONIC_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions colleague intranet,Event,WEB_VISIT; WEB_PAGE_VIEW
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions mobile app,Event,WEB_VISIT; WEB_PAGE_VIEW; MOBILE_APP_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions off-site - ad server,Event,AD; AD_PLACEMENT; AD_IMPRESSION; AD_CAMPAIGN_OBJECTIVE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Online Interactions prospect / unidentified customer (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; VISITOR_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,"Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Closed Loop Outcomes / Channel Responses,Event,CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; DIRECT_CONTACT_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Internal Process Activity Data,Event,EVENT; PROCESS_EVENT; OPERATIONAL_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Master & Reference Data - merchant / transaction,Event,MERCHANT; MERCHANT_CATEGORY; TRANSACTION_TYPE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Customer interview / fact find,Event or Cross Subject - Document,DOCUMENT; SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,"Operational metrics (E.g. Wait times, queue length)",Internal Organisation,CHANNEL_USAGE_METRIC; OPERATIONAL_EVENT; SERVICE_LEVEL_METRIC
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Master & Reference Data - Campaign,Campaign,CAMPAIGN; CAMPAIGN_TYPE; CAMPAIGN_STATUS; CAMPAIGN_WAVE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Campaign Production Costs,Campaign,CAMPAIGN; CAMPAIGN_COST; CAMPAIGN_BUDGET
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Campaign History Data,Campaign,CAMPAIGN; CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; CAMPAIGN_WAVE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Master & Reference Data - Channel,Channel,CHANNEL_TYPE; CHANNEL_INSTANCE; CHANNEL_CLASSIFICATION
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Finance Systems - General Ledger,Finance,Not mapped
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Finance Systems - ERP,Finance,GL_ACCOUNT; GL_MAIN_ACCOUNT; VENDOR; VENDOR_INVOICE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,"Finance Systems - Budgets, Plans & Forecasts",Finance,GL_ACCOUNT; BUDGET; FORECAST; FINANCIAL_PLAN
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Customer Research - Primary & Secondary,Cross Subject - Survey,SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_SURVEY_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,Performance Management and KPIs,Business Process Definition,Not Covered,EVENT; PROCESS_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Demographics,Party,INDIVIDUAL; PARTY_DEMOGRAPHIC; PARTY_CLASSIFICATION; PARTY_PREFERENCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Attitudinal Data,Party,PARTY_PREFERENCE; PARTY_CLASSIFICATION; PARTY_SURVEY_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Satisfaction Measurement (E.g. NPS),Party,PARTY_SURVEY_RESPONSE; SURVEY; SURVEY_QUESTION_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - staff / colleague,Party,INDIVIDUAL; ASSOCIATE; ASSOCIATE_ASSIGNMENT; INTERNAL_ORGANIZATION_UNIT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Sales and Performance Forecasts, Targets & KPIs",Party,PERFORMANCE_METRIC; PERFORMANCE_TARGET; ORGANIZATION_PERFORMANCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,HR Performance Data,Party,ASSOCIATE; ASSOCIATE_PERFORMANCE_REVIEW; ASSOCIATE_ASSIGNMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - geography / location,Location,GEOGRAPHICAL_AREA; GEOGRAPHICAL_UNIT; SITE; POSTAL_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - product,Product,Not mapped
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - FTP rates,Product,INTEREST_RATE; INTEREST_RATE_INDEX; PRODUCT_INTEREST_RATE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - exchange rates,Product,CURRENCY; CURRENCY_EXCHANGE_RATE; CURRENCY_PAIR
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Product Revenue, Cost & Margin",Product,PRODUCT; PRODUCT_PRICING; PRODUCT_COST; AGREEMENT_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Product NPV's,Product,PRODUCT; PRODUCT_VALUATION; AGREEMENT_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,External Data - Competitor Product & Pricing,Party & Product,PRODUCT; MARKET_INDEX
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account / Policy / Service Holdings,Agreement,AGREEMENT; PARTY_AGREEMENT_ROLE; AGREEMENT_PARTY_ROLE; AGREEMENT_RELATIONSHIP
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account / Policy / Service Detail,Agreement,AGREEMENT; LOAN_TERM_AGREEMENT; DEPOSIT_AGREEMENT; INSURANCE_AGREEMENT; CREDIT_CARD_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Status (open closed active / domant /inactive / closure reason ),Agreement,AGREEMENT; AGREEMENT_STATUS; AGREEMENT_STATUS_HISTORY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Terms & Conditions,Agreement,AGREEMENT; AGREEMENT_CONDITION; AGREEMENT_TERM
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Feature Usage,Agreement,AGREEMENT_FEATURE; FEATURE; DESCRIPTIVE_FEATURE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Application Data (New Customer, New Product)",Agreement,APPLICATION; APPLICATION_STATUS; APPLICATION_PARTY_ROLE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Coverage (insurance),Agreement,INSURANCE_COVERAGE; INSURANCE_AGREEMENT; COVERAGE_TYPE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Balances,Agreement,AGREEMENT_SUMMARY; BALANCE_SUMMARY; AGREEMENT_BALANCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Investment Value,Agreement,INVESTMENT_ACCOUNT; INVESTMENT_HOLDING; INVESTMENT_PRODUCT_PRICE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Market / Trading Book Positions,Agreement,TRADE_ORDER; TRADE_EXECUTION; TRADING_POSITION
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Mark to market valuations,Agreement,INVESTMENT_PRODUCT_PRICE; MARKET_INDEX_VALUE; AGREEMENT_VALUATION
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Cashflow Projections,Agreement,AGREEMENT_CASHFLOW; CASHFLOW_SCHEDULE; AGREEMENT_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Maturity Dates & Repricing Schedules,Agreement,AGREEMENT; AGREEMENT_TERM; AGREEMENT_REPRICING_SCHEDULE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Repayment Schedules,Agreement,AGREEMENT_REPAYMENT_SCHEDULE; LOAN_TERM_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Amortisation Schedules,Agreement,AGREEMENT_AMORTIZATION_SCHEDULE; LOAN_TERM_AGREEMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Illustrations,Agreement,DOCUMENT; PARTY_DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Quotes,Agreement,APPLICATION; QUOTE; DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Collateral Agreements,Agreement,COLLATERAL_AGREEMENT; COLLATERAL; COLLATERAL_VALUATION; PARTY_ASSET
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Risk Exposures,Agreement,AGREEMENT_RISK_METRIC; RISK_EXPOSURE; CREDIT_RISK_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Risk Weighted Assets & Capital Results,Agreement,AGREEMENT_RISK_METRIC; BANK_CAPITAL_SUMMARY; CAPITAL_REQUIREMENTS_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Profitability Results,Agreement,AGREEMENT_SUMMARY; AGREEMENT_PROFITABILITY; PRODUCT_PROFITABILITY
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Account Limits,Cross Subject  -  Limits,AGREEMENT_LIMIT; LIMIT; PARTY_LIMIT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Predictive Models - propensity to buy,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Predictive Models - attrition,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Predictive Models - price elasticity,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Attribution Models - response,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; CAMPAIGN_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Predictive Models - risk,Party or Agreement,ANALYTICAL_MODEL; MODEL_RUN; MODEL_SCORE; PARTY_LIABILITY_CREDIT_RATING
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Risk Segments, Cohorts & Groupings",Party or Agreement,PARTY_CLASSIFICATION; RISK_GRADE_VALUE; RISK_GRADE_SCHEME
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Provisions, Losses & Writeoffs",Party or Agreement,AGREEMENT_RISK_METRIC; PROVISION; WRITE_OFF; LOSS_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Financial Transactions,Event,MONETARY_TRANSACTION; TRANSACTION_TYPE; FINANCIAL_TRANSACTION; PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Account Fees, Commissions & Charges",Event,MONETARY_TRANSACTION; FEE_TRANSACTION; COMMISSION_TRANSACTION; AGREEMENT_FEE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Financial Interbank Payments,Event,PAYMENT; INTERBANK_PAYMENT; FINANCIAL_TRANSACTION
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Non-Financial Transactions,Event,EVENT; NON_MONETARY_EVENT; DIRECT_CONTACT_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Service Usage,Event,CHANNEL_USAGE_METRIC; SERVICE_USAGE_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Complaint Data,Event,COMPLAINT; COMPLAINT_STATUS; COMPLAINT_RESOLUTION
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Offline Customer Interactions - Branch,Event,DIRECT_CONTACT_EVENT; BRANCH_VISIT_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Offline Customer Interactions - Call Centre,Event,DIRECT_CONTACT_EVENT; CALL_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Offline Customer Interactions - letters,Event,DIRECT_CONTACT_EVENT; CORRESPONDENCE_EVENT; DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Offline Customer Interactions - sms text,Event,DIRECT_CONTACT_EVENT; SMS_EVENT; ELECTRONIC_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions -  webchat (internal & external),Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions colleague intranet,Event,WEB_VISIT; WEB_PAGE_VIEW
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions customer digital banking site (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; EXTENDED_SESSION_INFORMATION; ONLINE_APPLICATION_ACCESS
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions customer general banking site,Event,WEB_VISIT; WEB_PAGE_VIEW; ONLINE_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions email - customer & employee,Event,DIRECT_CONTACT_EVENT; EMAIL_EVENT; ELECTRONIC_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions mobile app,Event,WEB_VISIT; WEB_PAGE_VIEW; MOBILE_APP_EVENT; CHANNEL_INSTANCE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions off-site - ad server,Event,AD; AD_PLACEMENT; AD_IMPRESSION; AD_CAMPAIGN_OBJECTIVE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Online Interactions prospect / unidentified customer (web log),Event,WEB_VISIT; WEB_PAGE_VIEW; VISITOR_INTERACTION_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,"Case History (Fraud, Money Laundering, Complaint)",Event,CASE; CASE_EVENT; CASE_PARTY_ROLE; FRAUD_CASE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Claims,Event,CLAIM; CLAIM_STATUS; CLAIM_PARTY_ROLE; CLAIM_PAYMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Defaults & Limit Breaches,Event,AGREEMENT_STATUS; DEFAULT_EVENT; LIMIT_BREACH_EVENT; AGREEMENT_RISK_METRIC
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Closed Loop Outcomes / Channel Responses,Event,CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; DIRECT_CONTACT_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Internal Process Activity Data,Event,EVENT; PROCESS_EVENT; OPERATIONAL_EVENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - merchant / transaction,Event,MERCHANT; MERCHANT_CATEGORY; TRANSACTION_TYPE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer interview / fact find,Event or Cross Subject - Document,DOCUMENT; SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_DOCUMENT
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - organisation hierarchy,Internal Organisation,ORGANIZATION; INTERNAL_ORGANIZATION_UNIT; ORGANIZATION_UNIT_RELATIONSHIP; ORGANIZATION_BUSINESS_TYPE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - Campaign,Campaign,CAMPAIGN; CAMPAIGN_TYPE; CAMPAIGN_STATUS; CAMPAIGN_WAVE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Campaign Production Costs,Campaign,CAMPAIGN; CAMPAIGN_COST; CAMPAIGN_BUDGET
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Campaign History Data,Campaign,CAMPAIGN; CAMPAIGN_RESPONSE; CAMPAIGN_OFFER_RESPONSE; CAMPAIGN_WAVE
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Master & Reference Data - Channel,Channel,CHANNEL_TYPE; CHANNEL_INSTANCE; CHANNEL_CLASSIFICATION
Finance & Peformance Management,Financial Planning & Controlling,Pricing Analysis & Optimisation,Customer Research - Primary & Secondary,Cross Subject - Survey,SURVEY; SURVEY_QUESTION_RESPONSE; PARTY_SURVEY_RESPONSE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Single Customer View (Master Record),Party,PARTY; INDIVIDUAL; ORGANIZATION; HOUSEHOLD; PARTY_RELATIONSHIP; PARTY_IDENTIFICATION
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Customer Demographics,Party,INDIVIDUAL; PARTY_DEMOGRAPHIC; PARTY_CLASSIFICATION; PARTY_PREFERENCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Customer Segments,Party,PARTY_CLASSIFICATION; PARTY_SEGMENT; PARTY_CLASSIFICATION_VALUE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Economic Forecast Data,Party,ECONOMIC_INDEX; ECONOMIC_INDEX_VALUE; MARKET_INDEX
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","External Economic Data (E.g. Property Prices, Salary)",Party,ECONOMIC_INDEX; ECONOMIC_INDEX_VALUE; MARKET_INDEX; MARKET_INDEX_VALUE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - staff / colleague,Party,INDIVIDUAL; ASSOCIATE; ASSOCIATE_ASSIGNMENT; INTERNAL_ORGANIZATION_UNIT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Sales and Performance Forecasts, Targets & KPIs",Party,PERFORMANCE_METRIC; PERFORMANCE_TARGET; ORGANIZATION_PERFORMANCE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",HR Performance Data,Party,ASSOCIATE; ASSOCIATE_PERFORMANCE_REVIEW; ASSOCIATE_ASSIGNMENT
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - geography / location,Location,GEOGRAPHICAL_AREA; GEOGRAPHICAL_UNIT; SITE; POSTAL_ADDRESS
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - product,Product,Not mapped
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - FTP rates,Product,INTEREST_RATE; INTEREST_RATE_INDEX; PRODUCT_INTEREST_RATE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Master & Reference Data - exchange rates,Product,CURRENCY; CURRENCY_EXCHANGE_RATE; CURRENCY_PAIR
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","Product Revenue, Cost & Margin",Product,PRODUCT; PRODUCT_PRICING; PRODUCT_COST; AGREEMENT_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",Product NPV's,Product,PRODUCT; PRODUCT_VALUATION; AGREEMENT_SUMMARY
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",External Data - market interest rates,Product,INTEREST_RATE_INDEX; INTEREST_RATE; MARKET_INDEX; MARKET_INDEX_VALUE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting","External Data - market prices (E.g. equities, bonds, commodities)",Product,MARKET_INDEX; MARKET_INDEX_VALUE; INVESTMENT_PRODUCT; INVESTMENT_PRODUCT_PRICE
Finance & Peformance Management,Financial Planning & Controlling,"Financial Budgeting, Planning & Forecasting",External Data - Competitor Product & Pricing,Party & Product,PRODUCT; MARKET_INDEX
