"Entity","Attribute","DataType","PK","FK","Nullable","Description"
"PRODUCT FEATURE GROUP","Dependent Feature Id","N/A (LDM)","Y","","",""
"PRODUCT FEATURE GROUP","Product Feature Group End Dt","N/A (LDM)","","","","The date that this feature is dependent on a Group of Features for a given Product ended."
"PRODUCT FEATURE LEEWAY","Leeway Spread Pct","N/A (LDM)","Y","","","The amount of the percent that the employee can negotiate. For example, if the margin rate is 2.25% and the leeway is .05 then the employee can raise or reduce the margin by that percent. Nulls allowed."
"PRODUCT FEATURE LEEWAY","Leeway Term Day Cnt","N/A (LDM)","","","","The number of days that the employee can increase or decrease the standard amount. Nulls allowed."
"PRODUCT FEATURE LEEWAY","Leeway Balance Amt","N/A (LDM)","","","","The amount of the balance that the employee can increase or decrease the requirements by. Nulls allowed."
"PRODUCT FEATURE LOCATOR","Product Feature Locator Start Dt","N/A (LDM)","Y","","","The date the relation between the Product/Feature and the locator (i.e., address) started."
"PRODUCT FEATURE LOCATOR","Product Feature Locator End Dt","N/A (LDM)","","","","The date the relation between the Product/Feature and the locator (i.e., address) ended."
"PRODUCT FEATURE LOCATOR TYPE","Product Feature Locator Type Cd","N/A (LDM)","Y","","","The code that describes the relationship between the product or feature and the locator (i.e., address) such as is only valid within or is not valid within."
"PRODUCT FEATURE LOCATOR TYPE","Product Feature Locator Type Desc","N/A (LDM)","","","","The description for the code."
"PRODUCT FEATURE OCCUPATION ELIGIBILITY","Product Feature Occupation Start Dt","N/A (LDM)","Y","","","The first date that this product feature is restricted by the occupation type."
"PRODUCT FEATURE OCCUPATION ELIGIBILITY","Product Feature Occupation End Dt","N/A (LDM)","","","","The date that this product feature ended being restricted by the occupation type."
"PRODUCT FEATURE PARTY","Product Feature Party Start Dt","N/A (LDM)","Y","","","The date that this relationship between this product feature and the party started."
"PRODUCT FEATURE PARTY","Product Feature Party End Dt","N/A (LDM)","","","","The date that this relationship between this product feature and the party ended."
"PRODUCT FEATURE PARTY ROLE TYPE","Party Product Feature Role Cd","N/A (LDM)","Y","","","A code for the role that a party has with a product feature such as negotiate."
"PRODUCT FEATURE PARTY ROLE TYPE","Party Product Feature Role Desc","N/A (LDM)","","","","A description of the role."
"PRODUCT FEATURE RELATED","","N/A (LDM)","","","","This associative entity allows for a feature-to-feature relationship on the level of product."
"PRODUCT FEATURE RISK ELIGIBILITY RULE","Product Feature Risk Grade Start Dt","N/A (LDM)","Y","","","The first calendar date that the product feature is restricted by this credit rating."
"PRODUCT FEATURE RISK ELIGIBILITY RULE","Product Feature Risk Grade Start Dt","N/A (LDM)","","","",""
"PRODUCT FEATURE RISK ELIGIBILITY RULE","Product Feature Risk Grade End Dt","N/A (LDM)","","","","The calendar date that the product feature ceased being restricted by this credit rating."
"PRODUCT FEATURE RISK ELIGIBILITY RULE","Product Feature Risk Grade End Dt","N/A (LDM)","","","",""
"PRODUCT FEATURE SCORE MODEL ELIGIBILITY","Product Feature Score Model Start Dt","N/A (LDM)","Y","","","The first calendar date that the product feature is restricted by this score model value."
"PRODUCT FEATURE SCORE MODEL ELIGIBILITY","Product Feature Score Model End Dt","N/A (LDM)","","","","The calendar date that the product feature ceased being restricted by this score model value."
"PRODUCT FEATURE STATUS","Product Status Start Dttm","N/A (LDM)","Y","","","The start date of this status of the product-feature."
"PRODUCT FEATURE STATUS","Product Status End Dttm","N/A (LDM)","","","","The end date of this status of the product-feature."
"PRODUCT FEATURE STATUS TYPE","Product Feature Status Cd","N/A (LDM)","Y","","","The unique code for the status of product feature relationship such as active or inactive."
"PRODUCT FEATURE STATUS TYPE","Product Feature Status Desc","N/A (LDM)","","","","The description of the code."
"PRODUCT FEATURE TYPE","Product Feature Type Cd","N/A (LDM)","Y","","","The code for the type of relationship between a feature and a product or product package, such as: - Mandatory features - Optional features - Descriptive features - Guideline features - Conditional features - Mandatory choice by the customer - Alternative choice by the financial institution (negotiation leeway)"
"PRODUCT FEATURE TYPE","Product Feature Type Desc","N/A (LDM)","","","","The description for the type."
"PRODUCT FINANCIAL RULE","","N/A (LDM)","","","","This entity relates a financial rule to a specific product to identify a rule that governs this product."
"PRODUCT GROUP","Product Group Id","N/A (LDM)","Y","","","A unique identifier for this product group. The product group is a grouping of products or services. The product group code can be at any level in the product grouping hierarchy."
"PRODUCT GROUP","Parent Product Group Id","N/A (LDM)","Y","","",""
"PRODUCT GROUP","Product Group Desc","N/A (LDM)","","","","The description of this product group."
"PRODUCT GROUP","Product Group Name","N/A (LDM)","","","","The short name for this group of products."
"PRODUCT GROUP","Product Group Start Dt","N/A (LDM)","","","","The effective date that this product group became part of the structure."
"PRODUCT GROUP","Product Group End Dt","N/A (LDM)","","","","The date this product group stopped being part of the structure."
"PRODUCT GROUP","Product Group Level Num","N/A (LDM)","","","","A number that identifies which level this product is in the product group hierarchy."
"PRODUCT GROUP","Party Group Reason Type Cd","N/A (LDM)","","","",""
"PRODUCT GROUP MARGIN","Product Group Margin Start Dt","N/A (LDM)","Y","","","The start date of the margin percentage valid for this product group."
"PRODUCT GROUP MARGIN","Product Group Margin End Dt","N/A (LDM)","","","","The date the margin percentage is no longer valid for this product group."
"PRODUCT GROUP MARGIN","Product Group Margin Pct","N/A (LDM)","","","","The margin percentage that is valid for this product group."
"PRODUCT GROUP METRIC","Investment Product Metric Type Cd","N/A (LDM)","Y","","",""
"PRODUCT GROUP METRIC","Product Group Metric Start Dttm","N/A (LDM)","","","","The start data and time for this metric."
"PRODUCT GROUP METRIC","Product Group Metric End Dttm","N/A (LDM)","","","","The end data and time for this metric."
"PRODUCT GROUP METRIC","Product Group Metric Amt","N/A (LDM)","","","","The metric expressed as an amount."
"PRODUCT GROUP METRIC","Investment Product Metric Amt","N/A (LDM)","","","",""
"PRODUCT GROUP METRIC","Product Group Metric Rate","N/A (LDM)","","","","The metric expressed as a rate."
"PRODUCT GROUP METRIC","Investment Product Metric Rate","N/A (LDM)","","","",""
"PRODUCT GROUP METRIC","Product Group Metric Cnt","N/A (LDM)","","","","The count metric for this product group and this metric type."
"PRODUCT GROUP METRIC","Product Group Metric UOM Cd","N/A (LDM)","","","",""
"PRODUCT GROUP METRIC","Product Group Metric Time Period Cd","N/A (LDM)","","","",""
"PRODUCT GROUP METRIC TYPE","Product Group Metric Type Cd","N/A (LDM)","Y","","","A code for the type of product group metric, for example, market share for a line of business, and how many commercial loans closed."
"PRODUCT GROUP METRIC TYPE","Investment Product Metric Type Cd","N/A (LDM)","","","",""
"PRODUCT GROUP METRIC TYPE","Product Group Metric Type Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT GROUP METRIC TYPE","Investment Product Metric Type Desc","N/A (LDM)","","","",""
"PRODUCT GROUP PARTY","Product Group Party Start Dt","N/A (LDM)","Y","","","The date that this relationship between this product group and the party started."
"PRODUCT GROUP PARTY","Product Group Party End Dt","N/A (LDM)","","","","The date that this relationship between this product group and the party ended."
"PRODUCT GROUP REASON TYPE","Product Group Reason Type Cd","N/A (LDM)","Y","","","The reason this grouping of products was created such as for risk management, for Basel II, or for marketing analysis."
"PRODUCT GROUP REASON TYPE","Party Group Reason Type Cd","N/A (LDM)","","","",""
"PRODUCT GROUP REASON TYPE","Product Group Reason Type Desc","N/A (LDM)","","","","The description of the code."
"PRODUCT GROUP REASON TYPE","Party Group Reason Type Desc","N/A (LDM)","","","",""
"PRODUCT GROUP RISK GRADE","Product Group Risk Grade Start Dttm","N/A (LDM)","Y","","","The date that this risk grade was effective for this product group."
"PRODUCT GROUP RISK GRADE","Product Group Risk Grade End Dttm","N/A (LDM)","","","","The date that this risk grade is no longer effective for this product group."
"PRODUCT GROUP RISK GRADE","Product Group Risk Grade Rated Dttm","N/A (LDM)","","","","The date when this product group was rated."
"PRODUCT GROUP SUBJECT","","N/A (LDM)","","","","This entity contains those subjects that are product types or groups such as automobile insurance. There is one instance for each grouping of products."
"PRODUCT IDENTIFICATION","Product Identification Id","N/A (LDM)","Y","","","The unique system generated identifier for the product identifier."
"PRODUCT IDENTIFICATION","Product Id Start Dt","N/A (LDM)","","","","The date this identification became effective for the product."
"PRODUCT IDENTIFICATION","Party Identification Start Dt","N/A (LDM)","","","",""
"PRODUCT IDENTIFICATION","Product Id End Dt","N/A (LDM)","","","","The date this identification ceased to be effective for the product."
"PRODUCT IDENTIFICATION","Party Identification End Dt","N/A (LDM)","","","",""
"PRODUCT IDENTIFICATION","Party Identification Type Cd","N/A (LDM)","","","",""
"PRODUCT IDENTIFICATION","Issuing Organization Party Id","N/A (LDM)","","","","The unique identifier for an organization.  In this context, this is the party that issued the identifier."
"PRODUCT IDENTIFICATION","Product Identification Val","N/A (LDM)","","","","The value of the product identification. The Product Id Type Cd describes the type (e.g., CUSIP, ISIN, and NSIN). This is the value that is not decomposed into its pieces. The subtypes contain the decomposition of the code."
"PRODUCT IDENTIFICATION SUBTYPE","Product Id Subtype Cd","N/A (LDM)","Y","","","Category discriminator for the product identifier where the product is unknown.   Values: - ISIN - CUSIP - NSIN - Other"
"PRODUCT IDENTIFICATION SUBTYPE","Product Id Subtype Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT IDENTIFICATION TYPE","Product Id Type Cd","N/A (LDM)","Y","","","This is the classification of the identifier for a product. For example, for an investment instrument, it could be the ISIN number, the CUSIP number, or a National Security Number."
"PRODUCT IDENTIFICATION TYPE","Party Identification Type Cd","N/A (LDM)","","","",""
"PRODUCT IDENTIFICATION TYPE","Product Id Type Desc","N/A (LDM)","","","","This is a description of the code."
"PRODUCT IDENTIFICATION TYPE","Party Identification Type Desc","N/A (LDM)","","","",""
"PRODUCT LOCATOR","Product Locator Start Dt","N/A (LDM)","Y","","","The date the relationship between the product and the locator (i.e., address) started."
"PRODUCT LOCATOR","Product Locator End Dt","N/A (LDM)","","","","The date the relationship between the product and the locator (i.e., address) ended."
"PRODUCT MARKET SEGMENT","Product Market Segment Start Dt","N/A (LDM)","Y","","","The date this product became associated with this market segment."
"PRODUCT MARKET SEGMENT","Product Market Segment End Dt","N/A (LDM)","","","","The date this product no longer is associated with this market segment."
"PRODUCT MATURITY SUBTYPE","Maturity Subtype Cd","N/A (LDM)","Y","","","The code indicates whether this account or product has a maturity period as part of its conditions. For example, loans and certificates of deposit have maturity dates.  Values: - 1 = Has maturity - 2 = Does not have a maturity"
"PRODUCT MATURITY SUBTYPE","Maturity Subtype Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT METRIC","Product Metric Start Dttm","N/A (LDM)","Y","","","The date when this metric started."
"PRODUCT METRIC","Product Metric End Dttm","N/A (LDM)","","","","The date when this metric ended."
"PRODUCT METRIC","Product Metric Amt","N/A (LDM)","","","","The product metric expressed as an amount."
"PRODUCT METRIC","Product Metric Cnt","N/A (LDM)","","","","The product metric expressed as an integer count."
"PRODUCT METRIC","Product Metric Rate","N/A (LDM)","","","","The product metric expressed as a rate."
"PRODUCT METRIC","Product Metric Qty","N/A (LDM)","","","","The product metric expressed as a calculated count."
"PRODUCT METRIC","Product Metric Desc","N/A (LDM)","","","","The description of this metric for this product."
"PRODUCT METRIC TYPE","Product Metric Type Cd","N/A (LDM)","Y","","","This is the code for the type of metric such as the calculated duration for a bond."
"PRODUCT METRIC TYPE","Product Metric Type Desc","N/A (LDM)","","","","This is a description of the code."
"PRODUCT MINIMUM HOLDING PERIOD PARAMETER","Minimum Holding Start Dt","N/A (LDM)","Y","","","The effective date of this parameter for this group of products."
"PRODUCT MINIMUM HOLDING PERIOD PARAMETER","Minimum Holding End Dt","N/A (LDM)","","","","The date when this parameter is no longer effective."
"PRODUCT MINIMUM HOLDING PERIOD PARAMETER","Minimum Holding Time Period Cd","N/A (LDM)","","","","A code for a time period such as once, daily, weekly, or monthly.  In this context, this is the minimum holding period for this group of products."
"PRODUCT MINIMUM HOLDING PERIOD PARAMETER","Minimum Holding Period Num","N/A (LDM)","","","","The number of minimum holding time units of the time period.  In this context, this is the value of the time period for the minimum holding period."
"PRODUCT MINIMUM HOLDING PERIOD PARAMETER","Remargining Minimum Hold Time Cd","N/A (LDM)","","","","A code for a time period such as once, daily, weekly, or monthly.  In this context, the remargining or revaluation period is daily for this product group."
"PRODUCT NAME","Additional Product Name","N/A (LDM)","Y","","","A secondary short name."
"PRODUCT NAME","Additional Product Desc","N/A (LDM)","","","","A secondary long name."
"PRODUCT NAME TYPE","Product Name Type Cd","N/A (LDM)","Y","","","A code for the type of name such as in Japan it could be the Kanji name, the Kana name, or the name that prints on a certificate of deposit (Certificate Name)."
"PRODUCT NAME TYPE","Product Name Type Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT OCCUPATION ELIGIBILITY","Product Occupation Start Dt","N/A (LDM)","Y","","","The first calendar date that the product is restricted by this occupation code."
"PRODUCT OCCUPATION ELIGIBILITY","Product Occupation End Dt","N/A (LDM)","","","","The calendar date that the product ceased being restricted by this occupation code."
"PRODUCT OFFER","","N/A (LDM)","","","","A mapping of which PRODUCTs are involved in a specific OFFER. A PRODUCT can participate in an OFFER in 2 ways: (a.) something to be 'bought' to receive an incentive (open checking and CD) and/or (b.) it forms part of the incentive (get a safe deposit box for 50%).   Note: Attributes can be added to spell out the exact details of the PRODUCT / OFFER relationship."
"PRODUCT PACKAGE","","N/A (LDM)","","","","This entity associates a marketable product with a package and shows the marketable products that make up the package. Any combination of products can be packaged into a marketable package. A marketable product can be in many packages and a package can contain many products."
"PRODUCT PACKAGE FEATURE","Product Package Feature Start Dt","N/A (LDM)","Y","","","The date this feature started its association with this product/package."
"PRODUCT PACKAGE FEATURE","Product Package Feature End Dt","N/A (LDM)","","","","The date this feature ended its association with this product/package."
"PRODUCT PACKAGE FEATURE LEEWAY","Product Package Leeway Spread Pct","N/A (LDM)","Y","","","The amount of leeway that a party has to negotiate a spread percent for a product package. Nulls allowed."
"PRODUCT PACKAGE FEATURE LEEWAY","Product Package Leeway Term Day Cnt","N/A (LDM)","","","","The leeway that a party has in negotiating the number of days of a term for a product package. Nulls allowed."
"PRODUCT PACKAGE FEATURE LEEWAY","Product Package Leeway Balance Amt","N/A (LDM)","","","","The leeway amount that a party has when negotiating balance features for a product that is part of a package. Nulls allowed."
"PRODUCT PACKAGE FEATURE RELATED","Product Package Feature Relationship Cd","N/A (LDM)","Y","","","The code for the type of relationship between a feature and a product or product package, such as:  - Mandatory features - Optional features - Descriptive features - Guideline features - Conditional features - Mandatory choice by the customer - Alternative choice by the financial institution (negotiation leeway)  In this context, this is the relationship of the additional feature to the product-package-feature combination."
"PRODUCT PACKAGE PARTY","Party Package Start Dt","N/A (LDM)","Y","","","The date that this relationship between this product-package and the party started."
"PRODUCT PACKAGE PARTY","Party Package End Dt","N/A (LDM)","","","","The date that this relationship between this product-package and the party ended."
"PRODUCT PACKAGE TYPE","Product Package Type Cd","N/A (LDM)","Y","","","Classifies this product as a package (group of products as the offering) or an individual product as the offering."
"PRODUCT PACKAGE TYPE","Product Package Type Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT PARTY","Product Party Start Dt","N/A (LDM)","Y","","","The date that this relationship between this product and the party started."
"PRODUCT PARTY","Product Party End Dt","N/A (LDM)","","","","The date that this relationship between this product and the party ended."
"PRODUCT PARTY GROUP","Product Party Group Start Dt","N/A (LDM)","Y","","","The date this relationship started."
"PRODUCT PARTY GROUP","Product Party Group End Dt","N/A (LDM)","","","","The date this relationship ended."
"PRODUCT PARTY GROUP ELIGIBILITY","Product Party Group Eligibility Start Dt","N/A (LDM)","Y","","","This is when the association started."
"PRODUCT PARTY GROUP ELIGIBILITY","Product Party Group Eligibility End Dt","N/A (LDM)","","","","This is when the association ended."
"PRODUCT PARTY GROUP ELIGIBILITY","Product Party Group Eligibility Val","N/A (LDM)","","","","The value associated with the product, party group, and qualification type."
"PRODUCT PARTY NAME","Product Party Name","N/A (LDM)","Y","","","The product name for this party."
"PRODUCT PARTY ROLE TYPE","Product Party Role Cd","N/A (LDM)","Y","","","A code for the role that a party has with a product such as developed or sells. For investment product, the role of the party to the product can be 'is primary exchange for,' or 'is secondary exchange for.'"
"PRODUCT PARTY ROLE TYPE","Product Party Role Desc","N/A (LDM)","","","","A description of the role."
"PRODUCT PARTY STATUS","Product Party Status Dttm","N/A (LDM)","Y","","","The date and time the status changed."
"PRODUCT PARTY STATUS TYPE","Product Party Status Cd","N/A (LDM)","Y","","","A product's exchange listing status.   Examples:  - Listed - Unlisted - Delisted - Changed - Trading suspended - Under review"
"PRODUCT PARTY STATUS TYPE","Product Party Status Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT PAYMENT OPTION","","N/A (LDM)","","","","This entity identifies the payment options that are available for this product. For example, if the account/product is a credit card, then the type of payment could be minimum or full. If the account/product is for a loan, then the customer could have several choices of payment type based on repayment terms (e.g., minimum, 30 year, or 15 year)."
"PRODUCT PROFIT","Product Profit Start Dttm","N/A (LDM)","Y","","","The date this profit amount for this profit type is effective."
"PRODUCT PROFIT","Product Profit End Dttm","N/A (LDM)","","","","The last day when this profit was effective for this product."
"PRODUCT PROFIT","Product Profit Amt","N/A (LDM)","","","","The calculated profit amount."
"PRODUCT RELATED","","N/A (LDM)","","","","This associative entity relates products to other products. There is one instance for each relationship. A product can have many relationships with many other products, for example, product competes with product, product is an alternative to product, and product replaces product."
"PRODUCT RELATIONSHIP TYPE","Product Relationship Type Cd","N/A (LDM)","Y","","","This is a code for the type of relationship between products such as competes with, alternative to, comprised of, replaces, enhancement of, and marketed with."
"PRODUCT RELATIONSHIP TYPE","Product Relationship Type Desc","N/A (LDM)","","","","The description of the type code."
"PRODUCT REVENUE","Product Revenue Start Dttm","N/A (LDM)","Y","","","The date the revenue for this product is effective."
"PRODUCT REVENUE","Product Revenue End Dttm","N/A (LDM)","","","","The last day when the revenue for this product is effective."
"PRODUCT REVENUE","Product Revenue Amt","N/A (LDM)","","","","The amount of the revenue allocated to this product for this type of revenue for this time period."
"PRODUCT REVIEW EVENT","Product Review Event Id","N/A (LDM)","Y","","","Unique identifier for an event.  Identifies a web shopping experience event. Examples of shopping experience events are outlined below: - Shopping cart - Product review - Purchase - Wish list"
"PRODUCT REVIEW EVENT","Product Review Rating Val","N/A (LDM)","","","","The rating value for a web shopping experience event product review action."
"PRODUCT REVIEW EVENT","Product Review Information Txt","N/A (LDM)","","","","The text information provided concerning the item being reviewed."
"PRODUCT RISK GRADE","Product Risk Grade Start Dttm","N/A (LDM)","Y","","","The date when this risk grade is effective for this product."
"PRODUCT RISK GRADE","Product Risk Grade End Dttm","N/A (LDM)","","","","The date when this risk grade is no longer effective for this product."
"PRODUCT RISK GRADE","Product Risk Grade Rate Dttm","N/A (LDM)","","","","The date when this product was rated."
"PRODUCT RISK GRADE ELIGIBILITY RULE","Product Eligibility Risk Grade Start Dt","N/A (LDM)","Y","","","The first calendar date that the product is restricted by this credit rating grade."
"PRODUCT RISK GRADE ELIGIBILITY RULE","Product Eligibility Risk Grade Start Dt","N/A (LDM)","","","",""
"PRODUCT RISK GRADE ELIGIBILITY RULE","Product Eligibility Risk Grade End Dt","N/A (LDM)","","","","The calendar date that the product ceased being restricted by this credit rating grade."
"PRODUCT RISK GRADE ELIGIBILITY RULE","Product Eligibility Risk Grade End Dt","N/A (LDM)","","","",""
"PRODUCT RISK GRADE RELATED","Product Risk Override Start Dttm","N/A (LDM)","Y","","","The start date and time of this override."
"PRODUCT RISK GRADE RELATED","Override Party Id","N/A (LDM)","Y","","","The unique identifier for any individual or group of individuals that is of interest to the enterprise.  In this context, this is the party that overrode the rating."
"PRODUCT RISK GRADE RELATED","Product Risk Override End Dttm","N/A (LDM)","","","","The end date and time of this override."
"PRODUCT SCORE","Analytical Model Id","N/A (LDM)","Y","","",""
"PRODUCT SCORE","Product Score Val","N/A (LDM)","","","","The amount of the score for this product for this scoring model."
"PRODUCT SCORE MODEL ELIGIBILITY","Product Score Model Start Dt","N/A (LDM)","Y","","","The first calendar date that the product is restricted by this score model value."
"PRODUCT SCORE MODEL ELIGIBILITY","Product Score Model End Dt","N/A (LDM)","","","","The calendar date that the product ceased being restricted by this score model value."
"PRODUCT STATUS","Product Status Start Dt","N/A (LDM)","Y","","","The start date of this status of the product."
"PRODUCT STATUS","Product Status End Dt","N/A (LDM)","","","","The end date of this status of the product."
"PRODUCT STATUS TYPE","Product Status Cd","N/A (LDM)","Y","","","Indicates the life cycle of this product.  Examples: - Not yet a product - Active product - Inactive/discontinued product"
"PRODUCT STATUS TYPE","Product Status Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT SUBTYPE","Product Subtype Cd","N/A (LDM)","Y","","","A code used as a category discriminator to classify products.  Examples: - 1 = Financial banking product  - 2 = Financial instrument  - 3 = Insurance product  - 4 = Investment service"
"PRODUCT SUBTYPE","Product Subtype Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT TAX STATUS","Product Tax Status Start Dt","N/A (LDM)","Y","","","The date this tax status started for this product."
"PRODUCT TAX STATUS","Product Tax Status End Dt","N/A (LDM)","","","","The date this tax status ended for this product."
"PRODUCT TO AGREEMENT CLASS VALUE","Product To Agreement Class Start Dt","N/A (LDM)","Y","","","The start date of the association between the Product and the Agreement Classification."
"PRODUCT TO AGREEMENT CLASS VALUE","Product To Agreement Class End Dt","N/A (LDM)","","","","The end date of the association between the Product and the Agreement Classification."
"PRODUCT TO PRODUCT GROUP","Product To Product Group Start Dt","N/A (LDM)","Y","","","The date this product became associated with this group."
"PRODUCT TO PRODUCT GROUP","Product To Product Group End Dt","N/A (LDM)","","","","The date this product ceased being associated with this group."
"PRODUCT TO PRODUCT GROUP ROLE TYPE","Product To Product Group Role Cd","N/A (LDM)","Y","","","The role that a product has with a grouping such as 'belongs to' or 'is benchmark for.'"
"PRODUCT TO PRODUCT GROUP ROLE TYPE","Product To Product Group Role Desc","N/A (LDM)","","","","A description of the code."
"PRODUCT TO PRODUCT IDENTIFIER","Product To Product Id Start Dttm","N/A (LDM)","Y","","","The date time when this product ID was assigned to this product."
"PRODUCT TO PRODUCT IDENTIFIER","Product To Product Id End Dttm","N/A (LDM)","","","","The date time when this product ID was no longer assigned to this product."
"PRODUCT VALUE AT RISK","Product Holding Period Cd","N/A (LDM)","Y","","",""
"PRODUCT VALUE AT RISK","Product Holding Period Num","N/A (LDM)","","","","The number of time period units for the holding period."
"PRODUCT VALUE AT RISK","Product VAR Confidence Rate","N/A (LDM)","","","","The confidence level for the VAR calculation.  Popular confidence rates are usually 99% and 95%."
"PRODUCT VALUE AT RISK","Product VAR Amt","N/A (LDM)","","","","The calculated VAR amount in the global currency.  VAR is the maximum amount at risk to be lost from an investment under normal market conditions given a holding period and a confidence level."
"PRODUCT VALUE AT RISK","Product VAR Rate","N/A (LDM)","","","","The calculated VAR expressed as a rate of value that is at risk."
"PRODUCT VIEW WEB EVENT","Viewed Product Id","N/A (LDM)","Y","","","The unique identifier for a marketable product that you or your competitor offers that you are interested in tracking. In this context, this is the product that was viewed."
"PRODUCT VIEW WEB EVENT","Viewed Web Page Id","N/A (LDM)","Y","","",""
"PRODUCT VIEW WEB EVENT","Web Product View Event Id","N/A (LDM)","Y","","","The identifier for this product view event for this visitor event."
"PROFESSIONAL IDENTIFICATION","","N/A (LDM)","","","","The numbers that may be assigned to a party for professional identification purposes, as specified by party identification type, for example, a contractor license number."
"PROFIT COMPONENT TYPE","Profit Component Type Cd","N/A (LDM)","Y","","","This code describes the classification of the profit components.   Examples: - 1 = major component such as net interest revenue, other revenue, indirect expense, risk provision - 2 = subcomponent (used to calculate a major component) - 3 = final profit metric"
"PROFIT COMPONENT TYPE","Profit Component Type Desc","N/A (LDM)","","","","A description of the code."
"PROFIT TYPE","Profit Type Cd","N/A (LDM)","Y","","","A code for the type of profitability. Types could be net present value, and risk adjusted."
"PROFIT TYPE","Profit Type Desc","N/A (LDM)","","","","The description of the profit type."
"PROFITABILITY COMPONENT","Profitability Component Cd","N/A (LDM)","Y","","","The identifier for the factor/component used for calculating profitability.  Examples: - 1 = NIR - 2 = Actual OR - 3 = DE - 4 = IE - 5 = RP - 6 = UCC - 7 = RC - 8 = EVA - 9 = Post tax profit - 10 = Allocated capital - 11 = Allocated balance - 12 = Expected OR - 13 = Foregone revenue - 14 = Total revenue amount - 15 = Foregone revenue percent - 16 = Interest income amount - 17 = Interest expense amount - 18 = Cost of funds amount - 19 = Value of funds amount - 20 = Pretax pr"
"PROFITABILITY COMPONENT","Profitability Component Name","N/A (LDM)","","","","A short description of the profitability component such as 'IE' for Indirect Expense."
"PROFITABILITY COMPONENT","Profitability Component Desc","N/A (LDM)","","","","A description of the component id."
"PROGRAMMING CHANNEL GROUP TYPE","Programming Channel Group Type Cd","N/A (LDM)","Y","","","Unique identifier for a Programming channel group.  Examples: - Sports - Entertainment - Sci-fi"
"PROGRAMMING CHANNEL GROUP TYPE","Programming Channel Group Type Desc","N/A (LDM)","","","","Text description of a programming group."
"PROGRAMMING PACKAGE","Programming Package Id","N/A (LDM)","Y","","","Uniquely identifies an item. Typically, system assigned.  This is the subscriber's programming package."
"PROGRAMMING PACKAGE","Package Start Dttm","N/A (LDM)","","","","Programming Package start date and time."
"PROGRAMMING PACKAGE","Package End Dttm","N/A (LDM)","","","","Package End date and time."
"PROGRAMMING PACKAGE","Programming Package Area Id","N/A (LDM)","","","","The unique identifier for a GEOGRAPHICAL AREA.  In this context, it uniquely identifies a marketing area. For example, in the U.S. this might be a DMA - Designated Marketing Area."
"PROJECT","Project Id","N/A (LDM)","Y","","","The unique identifier for the PROJECT."
"PROJECT","Project Name","N/A (LDM)","","","","The name for a PROJECT."
"PROJECT","Project Desc","N/A (LDM)","","","","The description for the PROJECT."
"PROJECT","Project Num","N/A (LDM)","","","","Designator assigned to PROJECT in project accounting system."
"PROJECT","Project Plan Start Dttm","N/A (LDM)","","","","The calendar date and time a PROJECT started."
"PROJECT","Project Plan End Dttm","N/A (LDM)","","","","The calendar date and time the PROJECT ended."
"PROJECT","Parent Project Id","N/A (LDM)","","","","This is the unique identifier for a parent project. Projects may be part of larger projects or programs and this provides a hierarchical structure for such relationships between projects and programs."
"PROJECT BILLABLE TYPE","Project Billable Type Cd","N/A (LDM)","Y","","","The unique code assigned to a PROJECT BILLABLE TYPE such as fully billable, nonbillable, partially billable, time and material, fixed price, and fixed price plus."
"PROJECT BILLABLE TYPE","Project Billable Type Desc","N/A (LDM)","","","","The description for a PROJECT BILLABLE TYPE code."
"PROJECT CLASSIFICATION TYPE","Project Classification Type Cd","N/A (LDM)","Y","","","The unique code assigned to a PROJECT CLASSIFICATION TYPE.  PROJECT CLASSIFICATION TYPE Indicates whether the PROJECT involves parties outside the company. Internal projects are within the company only.   PROJECTs that involve customers or PARTYs outside the company are designated as External.  Joint PROJECTs involve PARTYs from both inside and outside the company."
"PROJECT CLASSIFICATION TYPE","Project Classification Type Desc","N/A (LDM)","","","","The description for a PROJECT CLASSIFICATION TYPE."
"PROJECT FINANCIAL PLAN","","N/A (LDM)","","","","This entity relates a project budget to a financial plan. Project budgets for tasks, resources, and revenue if billable to track the financial performance of the project."
"PROJECT METRIC","Project Metric Amt","N/A (LDM)","Y","","","This is the metric expressed as an amount."
"PROJECT METRIC","Project Metric Cnt","N/A (LDM)","","","","This is the metric expressed as a count."
"PROJECT METRIC","Project Metric Qty","N/A (LDM)","","","","This is the metric expressed as a quantity."
"PROJECT METRIC","Project Metric Rate","N/A (LDM)","","","","This is the metric expressed as a rate."
"PROJECT METRIC","Project Metric Start Dt","N/A (LDM)","","","","This is the start date the metric represents."
"PROJECT METRIC","Project Metric End Dt","N/A (LDM)","","","","This is the end date the metric represents."
"PROJECT METRIC TYPE","Project Metric Type Cd","N/A (LDM)","Y","","","This is a code for the type of project metric such as an expense allocation."
"PROJECT METRIC TYPE","Project Metric Type Desc","N/A (LDM)","","","","This is a description of the code."
